Date,Close
2023-03-08,35.05148555961208
2023-03-09,38.64624152456948
2023-03-10,32.01996959485485
2023-03-11,32.67282728960041
2023-03-12,37.76384556579728
2023-03-13,39.115662165949225
2023-03-14,48.42050123725812
2023-03-15,36.94652921718424
2023-03-16,40.289019949567326
2023-03-17,35.17384466595114
2023-03-18,29.399726380435332
2023-03-19,26.29011929234358
2023-03-20,24.914869838174948
2023-03-21,25.44388897477083
2023-03-22,19.76913922694581
2023-03-23,23.52854346719883
2023-03-24,25.955100692718812
2023-03-25,18.239979786470226
2023-03-26,23.85151757073527
2023-03-27,33.13399954529467
2023-03-28,41.27687589570892
2023-03-29,40.204297630989565
2023-03-30,31.996569190425028
2023-03-31,39.06430241007234
2023-04-01,36.304980197907064
2023-04-02,45.54419881453875
2023-04-03,47.89678420460939
2023-04-04,57.73132588190709
2023-04-05,62.423340062453455
2023-04-06,71.86890489448821
2023-04-07,72.73851894154805
2023-04-08,99.44621908058781
2023-04-09,102.9648668263897
2023-04-10,112.27267174919537
2023-04-11,155.6806704796604
2023-04-12,115.27347032771826
2023-04-13,87.13556207604417
2023-04-14,104.90070310480766
2023-04-15,81.33741613081943
2023-04-16,113.76861532769426
2023-04-17,105.49492973811347
2023-04-18,90.7793404724231
2023-04-19,126.59981566326614
2023-04-20,165.3523937563662
2023-04-21,228.76698661146668
2023-04-22,272.50927771939655
2023-04-23,228.29597261906062
2023-04-24,317.79095959191613
2023-04-25,303.93505950213375
2023-04-26,355.7533365780041
2023-04-27,426.7084795669024
2023-04-28,417.7467401345086
2023-04-29,473.23013856503906
2023-04-30,565.2456381448956
2023-05-01,613.4526724407636
2023-05-02,484.7011285516988
2023-05-03,518.4594157601905
2023-05-04,661.1794613315751
2023-05-05,575.9444552738091
2023-05-06,564.4676630627138
2023-05-07,520.9863180105904
2023-05-08,718.8844013768941
2023-05-09,822.7336881794049
2023-05-10,898.0075409257993
2023-05-11,768.7095281886806
2023-05-12,859.3018217533794
2023-05-13,752.0037832167759
2023-05-14,764.3111610977866
2023-05-15,674.757421819717
2023-05-16,772.7906732641376
2023-05-17,869.6353810707349
2023-05-18,842.1029413447163
2023-05-19,917.2196542630882
2023-05-20,725.8763509805024
2023-05-21,516.6413905372847
2023-05-22,567.2093923490282
2023-05-23,591.7892406787066
2023-05-24,672.8680874545912
2023-05-25,1000.3051816871578
2023-05-26,1199.2617784707772
2023-05-27,992.311835152722
2023-05-28,1223.920650051425
2023-05-29,914.0466058957894
2023-05-30,838.8051036818205
2023-05-31,835.7448733526903
2023-06-01,1130.485801269138
2023-06-02,973.4037089313324
2023-06-03,822.2460782737506
2023-06-04,814.2780986354957
2023-06-05,714.3697121208759
2023-06-06,882.4803251101372
2023-06-07,700.7014666417917
2023-06-08,546.9018877742217
2023-06-09,504.48198485673885
2023-06-10,459.2771248556422
2023-06-11,641.1078829029722
2023-06-12,769.2551944344432
2023-06-13,790.417595821736
2023-06-14,604.6006124542928
2023-06-15,712.7470931120566
2023-06-16,577.2944477755815
2023-06-17,404.7098368025552
2023-06-18,504.9184038464754
2023-06-19,541.9736194297459
2023-06-20,647.2095935657051
2023-06-21,694.938408445243
2023-06-22,820.9766928782594
2023-06-23,722.2910920937098
2023-06-24,580.1091246781264
2023-06-25,664.9900558020604
2023-06-26,564.7880688779056
2023-06-27,492.5460520925397
2023-06-28,452.59736537200547
2023-06-29,458.7055432904573
2023-06-30,430.81680484675326
2023-07-01,316.6545482851685
2023-07-02,279.0601548446061
2023-07-03,157.75811080470535
2023-07-04,179.06275841869916
2023-07-05,123.47961341113842
2023-07-06,97.44064398318437
2023-07-07,99.43165020634085
2023-07-08,85.71877287585738
2023-07-09,113.02902413417657
2023-07-10,84.93324340528461
2023-07-11,90.31887513694285
2023-07-12,90.512467897409
2023-07-13,70.27218753328863
2023-07-14,78.3292685327576
2023-07-15,76.4251414892618
2023-07-16,88.98623331947041
2023-07-17,104.53220220949903
2023-07-18,150.80308776700736
2023-07-19,192.62162697706034
2023-07-20,180.32536199185998
2023-07-21,173.49538824184006
2023-07-22,213.3875158287184
2023-07-23,243.48641092931632
2023-07-24,277.0939406010512
2023-07-25,190.2551355877063
2023-07-26,191.23205292441477
2023-07-27,164.9173402758437
2023-07-28,175.79939774900072
2023-07-29,174.10643584887836
2023-07-30,207.5411013419322
2023-07-31,222.78367590465646
2023-08-01,260.04771943675405
2023-08-02,238.389952149535
2023-08-03,195.7445521197985
2023-08-04,181.64899893243776
2023-08-05,182.84714069389284
2023-08-06,198.54097424790652
2023-08-07,290.2394640298211
2023-08-08,290.6889200602369
2023-08-09,238.0192852947937
2023-08-10,223.92941115234328
2023-08-11,205.40615054084742
2023-08-12,227.24006326316407
2023-08-13,159.48630168817752
2023-08-14,163.09904900354528
2023-08-15,169.83525299457872
2023-08-16,179.42011052924795
2023-08-17,159.78020861160817
2023-08-18,153.7749739756335
2023-08-19,111.51573787168867
2023-08-20,101.62830909042346
2023-08-21,91.6105734057456
2023-08-22,100.14959580050228
2023-08-23,77.99285111478605
2023-08-24,90.9583530734981
2023-08-25,119.05510717637947
2023-08-26,70.95720044684593
2023-08-27,77.71599769172235
2023-08-28,89.01447432622336
2023-08-29,78.55639472036498
2023-08-30,73.1003103760309
2023-08-31,71.88859118688067
2023-09-01,68.32592374105099
2023-09-02,64.78646366683961
2023-09-03,43.717856362651624
2023-09-04,54.23052809254575
2023-09-05,66.4824906504087
2023-09-06,56.33241920532879
2023-09-07,40.37429740404934
2023-09-08,44.985566035831404
2023-09-09,40.25499214845712
2023-09-10,41.80040676492702
2023-09-11,39.548799286923234
2023-09-12,45.41419273283334
2023-09-13,52.17862896235464
2023-09-14,45.12827997459647
2023-09-15,33.09379559717578
2023-09-16,22.947645600281895
2023-09-17,25.978475990979167
2023-09-18,20.061310413889817
2023-09-19,18.228443476744328
2023-09-20,16.236752562654925
2023-09-21,16.228415651798194
2023-09-22,10.106149106824132
2023-09-23,10.588775527367465
2023-09-24,11.804136173077765
2023-09-25,12.130926806045126
2023-09-26,11.49796859532843
2023-09-27,11.836929091869361
2023-09-28,12.899995042330417
2023-09-29,5.875708430292719
2023-09-30,8.232939602296026
2023-10-01,8.957591951308721
2023-10-02,7.878365897510868
2023-10-03,7.341134808767023
2023-10-04,8.139471146502817
2023-10-05,8.031860925614737
2023-10-06,4.850144489065496
2023-10-07,6.9012636688035425
2023-10-08,6.817702261154753
2023-10-09,8.276926044452937
2023-10-10,7.214086223060202
2023-10-11,9.50293839338289
2023-10-12,10.142189064292186
2023-10-13,11.478612810910835
2023-10-14,9.193787203159523
2023-10-15,11.512727488281469
2023-10-16,13.21619247211539
2023-10-17,16.78944446464229
2023-10-18,14.848290668981715
2023-10-19,13.568287480757837
2023-10-20,19.95601117274421
2023-10-21,15.924833764168284
2023-10-22,15.651086825091825
2023-10-23,19.366314778701092
2023-10-24,19.938492423788958
2023-10-25,22.46252085346304
2023-10-26,20.892619632055087
2023-10-27,22.64783320985577
2023-10-28,16.956311097494446
2023-10-29,22.749030137250568
2023-10-30,22.438896953869218
2023-10-31,19.61079619745728
2023-11-01,22.420564721664114
2023-11-02,20.578850806541478
2023-11-03,15.29313811053462
2023-11-04,11.326962129232623
2023-11-05,13.011900195884838
2023-11-06,12.726748467629001
2023-11-07,12.513698728379307
2023-11-08,15.336147974535866
2023-11-09,12.033275985357331
2023-11-10,10.395119333894272
2023-11-11,9.698896218104052
2023-11-12,9.978906434844987
2023-11-13,9.994530505863375
2023-11-14,9.521015251705524
2023-11-15,9.4988762213705
2023-11-16,9.390009076106239
2023-11-17,8.132490818925858
2023-11-18,6.891484124061691
2023-11-19,7.338763989512262
2023-11-20,6.104508523647203
2023-11-21,4.752536599959978
2023-11-22,4.5032258952878275
2023-11-23,4.406256116236373
2023-11-24,6.439059019923652
2023-11-25,5.595928276603936
2023-11-26,6.70757143198332
2023-11-27,7.7770109712675906
2023-11-28,6.005493488809725
2023-11-29,6.994301567896631
2023-11-30,5.408160939994279
2023-12-01,2.5859962633439935
2023-12-02,2.9254442308546067
2023-12-03,1.9273466776971917
2023-12-04,2.120441551838324
2023-12-05,1.8515649414622617
2023-12-06,2.4846338054370745
2023-12-07,3.0404510584850084
2023-12-08,2.795156099625453
2023-12-09,2.4385849618179836
2023-12-10,1.8708446319024927
2023-12-11,1.7245735302797356
2023-12-12,1.6451205323697986
2023-12-13,1.5415787701132009
2023-12-14,1.6053088251108867
2023-12-15,1.8071030465261029
2023-12-16,1.9515464038841228
2023-12-17,1.6728094025730598
2023-12-18,1.2085072773358587
2023-12-19,1.5504016838268944
2023-12-20,1.3521210653373028
2023-12-21,1.1892462925393072
2023-12-22,1.0771742639916588
2023-12-23,0.6908845893964904
2023-12-24,0.6317484605857137
2023-12-25,0.5774615807694692
2023-12-26,0.6548828132981445
2023-12-27,0.7529131579862487
2023-12-28,0.761010119968183
2023-12-29,0.9104494297632413
2023-12-30,0.9814581091891394
2023-12-31,0.9881944231607235
